product.name,product.temperature,affiliation.commission.price.value,product.blueprint,product.price.value,product.totalAnswers,product.category,affiliation.commission.price.currency,affiliation.commission.percentage,producer.name,producer.ucode
MEDITAÇÕES PARA O PARTO,14.55,65.98,27.2727272727273,147.0,0,category.personal_development.name,BRL,50.0,Fabi Panassol,e312fede-097e-11e4-be45-22000b409f8a
COLEÇÃO ABC DA LOGÍSTICA - VOL 1 LOGÍSTICA INTERNACIONAL,6.61,4.61,32.7272727272727,21.0,0,category.business_and_careers.name,BRL,25.0,Neubado,db7ce450-097e-11e4-be45-22000b409f8a
ImportaPRO ,10.39,122.42,84.0,227.0,0,category.business_and_careers.name,BRL,60.0,Evolve,ca595744-097e-11e4-be45-22000b409f8a
COLEÇÃO ABC DA LOGÍSTICA - VOL 2 SISTEMÁTICA DE COMÉRCIO EXTERIOR,6.61,7.99,32.7272727272727,36.0,0,category.business_and_careers.name,BRL,25.0,Neubado,db7ce450-097e-11e4-be45-22000b409f8a
COLEÇÃO ABC DA LOGÍSTICA - VOL 3 FUNDAMENTOS DE COMÉRCIO EXTERIOR,6.61,7.08,32.7272727272727,32.0,0,category.business_and_careers.name,BRL,25.0,Neubado,db7ce450-097e-11e4-be45-22000b409f8a
"CD personalizado P/ Carro, Equipe e Evento",21.0,18.85,42.0,140.0,0,category.music_and_arts.name,BRL,15.0,Vinicius,c444d6d8-3cce-4b91-8bac-51ec37bf0e12
Contrato de Prestação de Serviços,11.02,4.11,45.0,25.9,0,category.education.name,BRL,18.0,Gabriel,8aa9d3d0-edbc-4243-aee8-6ed96f3989e0
O Chocalho da Cascavel,14.55,2.64,55.0,10.0,0,category.literature.name,BRL,33.0,henriquemero,c36c78ee-097e-11e4-be45-22000b409f8a
Instalação SQL para Protheus + Query para Iniciantes,14.55,53.5,45.0,149.0,0,category.software.name,BRL,40.0,USER FUNCTION TREINAMENTOS LTDA - ME,c4619090-097e-11e4-be45-22000b409f8a
Brigadeiro Gourmet Lucrativo - Um Negócio para DESEMPREGADOS Começar a Vender HOJE,21.0,13.94,69.0,19.9,0,category.digital_entrepreneurship.name,BRL,80.0,EA EMPREENDIMENTOS DIGITAIS,99ad4274-0fbe-4c92-ae9a-7557f282f4bf
Curso da OAB FGV 1 FASE,17.0,125.79,78.0,200.0,0,category.law.name,BRL,70.0,Caio,6d9af0d8-8ef7-4cd4-8534-c40468baf508
5 Ideias de negócios para começar com pouco dinheiro,21.0,2.0,60.0,9.99,0,category.finance.name,BRL,25.0,K2R ASSESSORIA,6378ab06-3cd2-4c73-bfa6-9fe55a12d70d
VIVER DE CRÉDITO,21.0,4.03,47.0,22.9,1,category.business_and_careers.name,BRL,20.0,Marcelo,4a866faf-a55f-4d66-ba99-606f64c11925
Controlando a Ansiedade,21.0,0.4,26.0,9.9,0,category.health_and_sports.name,BRL,5.0,Carlos,72b4acc5-6470-42f8-900a-733d6a40003c
Plataforma de Ensino PARDES,21.0,0.0,37.0,49.9,0,category.spirituality.name,BRL,0.0,Thiago Matos Hebraico Bíblico,4583de37-3771-4f9f-a02e-256437d11a17
Curso Poder Comportamental - O Segredo dos Perfis Comportamentais - Especialista nas relações interpessoais,14.55,88.5,53.0,197.0,0,category.personal_development.name,BRL,50.0,Poder Comportamental,a3374eef-a7bb-49b7-844e-9bb0db2beb13
Supletivo do Ensino Médio em poucos dias!,26.85,426.39,95.0,947.04,1,category.education.name,BRL,50.0,Grupo Ignição Educacional ,2e132034-15d9-4f86-b099-5fe37d9f2f54
"20 maneiras de Fazer R$1000,00 em 7 dias",9.35,22.26,75.0,49.97,0,category.internet.name,BRL,50.0,Wendel Bayron,332a295b-bc03-47e3-90cd-cf025db708a9
MODELOS PRONTOS DE COPYWRITING E GATILHOS MENTAIS,10.39,13.27,85.0,30.0,0,category.digital_entrepreneurship.name,BRL,50.0,Wendel Bayron,332a295b-bc03-47e3-90cd-cf025db708a9
Power Money,7.56,160.26,89.0,297.0,14,category.digital_entrepreneurship.name,BRL,60.0,Léo,c47628fc-097e-11e4-be45-22000b409f8a
Mentoria Infoprodutor Milionário,7.56,269.34,67.0,997.0,0,category.digital_entrepreneurship.name,BRL,30.0,LEET,8dbc776a-8503-47ee-a25b-e8f7b5640aac
Segredo para Bombar nos Stories,7.27,2.4,75.0,4.0,0,category.digital_entrepreneurship.name,BRL,75.0,Fábio Júnior,a184c207-92c9-4f66-857e-3d8083d40e8e
Tribo do Expert,7.31,0.0,36.0,597.0,0,category.business_and_careers.name,BRL,0.0,Comunicamente,585dabcf-0e4f-4940-983f-05bc66a44809
Saindo da Depressão,21.0,6.88,51.0,26.0,0,category.personal_development.name,BRL,30.0,Renato,4b1fb31b-7c01-4d41-ad0f-3927369b12f5
O Poder Da Automaquiagem ,15.11,32.08,95.0,59.9,5,category.fashion_and_beauty.name,BRL,60.0,Vitória Rubin Makeup,8b1c8686-bcf7-4c9c-aeb3-1ce54a340876
o poder da visualização,18.7,14.78,84.0,37.0,0,category.personal_development.name,BRL,45.0,Sales,5c63f319-e8fb-4be4-9bcf-a3651340e97c
50 brincadeiras para família,17.32,11.54,86.0,21.9,2,category.education.name,BRL,60.0,Natalia,830f80d0-97e2-48cc-9046-770b42ba61b1
Mentoria - Ganhando MESMO na CRISE. Aprenda a operar de forma GLOBAL,21.0,120.21,35.0,890.0,0,category.finance.name,BRL,15.0,Julio,7658fbf8-83c5-41aa-afc1-7eb197243ec4
Mente Organizada,10.58,13.1,39.0,36.9,0,category.personal_development.name,BRL,40.0,Solar13,3c2795f8-c223-4908-b156-ff01bde911cf
Planejamento PC DF Escrivão,17.32,30.52,86.0,57.0,1,category.education.name,BRL,60.0,Genial Concursos,7b94c8e0-8c71-40c4-bbc4-814832230573
Mentoria Quimbandeira Premium - Cabula Mulemba,21.0,90.26,63.0,2004.03,0,category.spirituality.name,BRL,5.0,Ingrid,628440b2-3e9d-407e-bab8-9e5082c07dca
Guia Definitivo Para Iniciar Na Calistenia,12.09,66.62,65.0,247.0,2,category.health_and_sports.name,BRL,30.0,KCalistenia,8a13975c-7240-43c1-acfd-5b9491840ab8
Jogo de Investidor,12.12,450.32,54.0,1250.04,0,category.finance.name,BRL,40.0,Gerando Ativos,174efefe-027b-405c-be1c-b14fb840ebce
ACUPUNTURA NO EM@GRECIMENTO OFICIAL ,12.12,0.0,39.0,1036.47,0,category.education.name,BRL,0.0,Dr Júnior Bento,cad10285-fb97-422e-bac0-ccc7f3bafcf9
Técnicas para se Lembrar de tudo que Vier Aprender Agora,21.0,3.49,45.0,19.9,0,category.education.name,BRL,20.0,FGuerra,c53ef531-5ec7-46b1-8219-f781fe94887e
Quero Advogar! Mentoria para Jovens Advogados(as),10.58,45.85,39.0,255.0,2,category.law.name,BRL,20.0,Wesley,f8f8c0b3-af33-4222-9c97-432aead74dc6
Google Ads 2019 - Rede de Pesquisa [Campanha PRONTA em até 45min](100% Prático),0.42,215.45,64.0,478.8,2,category.business_and_careers.name,BRL,50.0,Detrey Treinamentos,8d1650a6-d985-4c84-9b2a-31e1f3ea73e9
Fit Power Mind - Formação em Coaching de Emagrecimento,17.32,448.92,86.0,997.04,0,category.education.name,BRL,50.0,New York Coaching e Treinamentos,c9646d6a-097e-11e4-be45-22000b409f8a
MÉTODO JÚLIO MORAES - ATINGINDO A MARCA DOS 21K - MEIA MARATONA ,14.55,64.04,59.0,237.48,1,category.health_and_sports.name,BRL,30.0,Running Coach,631836eb-4dda-43bc-8c7f-f87f2096e2f2
3 Segredos para Descobrir quem Você é e Viver a Vida dos seus Sonhos,14.55,44.35,53.0,99.0,0,category.personal_development.name,BRL,50.0,Giovana,0e1a9041-749c-46db-b5fe-7fd1f1d35482
Produção de Videos Imobiliários ,7.27,116.43,47.0,259.0,14,category.business_and_careers.name,BRL,50.0,Ricardo Martins - My Broker,8c5115a9-f7fb-4927-b37d-8fa3e9775cd6
Alimentação Saudável,20.78,13.27,86.0,30.0,0,category.health_and_sports.name,BRL,50.0,Passos Sociais,7553b7d6-50bb-4ac9-9634-c606e7699ead
GUIA: COMO COMPRAR NO BRÁS E LUCRAR MUITO,5.29,5.48,40.0,24.9,0,category.business_and_careers.name,BRL,25.0,Bruno Melegati,db395ad6-c116-4c3e-ad11-4b27ea3947c2
Rei na roleta Bot,11.62,0.0,71.0,397.0,29,category.finance.name,BRL,0.0,Bruno Lucas,f4a77849-a480-4510-891d-1b500c968a99
Emagreca +    (PRODUTO TESTE),12.12,108.02,55.0,600.0,0,category.general.name,BRL,20.0,Mendemel,6309e896-d83c-43ec-9b5c-c52bea94eef7
Deixa que eu Edito,12.65,223.65,87.0,497.0,49,category.digital_entrepreneurship.name,BRL,50.0,Jupiter,160f5ce8-08b7-409d-826f-ff5a5b5454dd
Skull Bot VIP - Double Blaze,21.0,8.72,75.0,19.9,1,category.finance.name,BRL,50.0,Renan Peterlini,043193fa-0cbb-4214-b381-7b137ce372d5
LUCRANDO COM INSTA,7.56,43.45,89.0,97.0,2,category.internet.name,BRL,50.0,Valder,35a205f4-7255-42fc-9726-8ba0c202b5ef
Método Vídeo Lucrativo - Renda com Vídeos 2.0,12.7,88.5,95.0,197.0,28,category.finance.name,BRL,50.0,Valder,35a205f4-7255-42fc-9726-8ba0c202b5ef
MídiaGram SEGUIDORES -  Instagram/YouTube /Tiktok,9.35,1081.0,79.0,3000.0,1,category.internet.name,BRL,40.0,Valder,35a205f4-7255-42fc-9726-8ba0c202b5ef
Play Premiado - Faturando com Vídeos ,9.45,141.6,97.0,197.0,0,category.internet.name,BRL,80.0,Valder,35a205f4-7255-42fc-9726-8ba0c202b5ef
Play premiado 3.0,17.32,88.5,85.0,197.0,1,category.general.name,BRL,50.0,Valder,c2daef8c-eb59-420f-8ebd-9bd62fbc3dcf
Mentoria de Negócios ,21.0,67.22,32.0,497.92,0,category.business_and_careers.name,BRL,15.0,Francini,eab7251f-3b66-4038-8d16-ec29900b193f
ECONOMIZAR ENERGIA ,21.0,0.16,23.0,10.0,0,category.general.name,BRL,2.0,Marta,2bc4f5e2-d646-4cb4-8b4c-52276a8ad8d6
Seja atraente e Magnética e Conquiste o seu Amor,21.0,567.46,47.0,1800.0,0,category.relationships.name,BRL,35.0,Fabia,082b3b38-4dce-4bb4-b657-041e1b8cebf5
Formação Ansiedade,21.0,30.42,61.0,97.0,0,category.personal_development.name,BRL,35.0,Matheus,4292898c-a294-4236-a8dc-49c9c1b5e1a7
Liderança para Resultados,6.61,5.29,35.0,29.9,0,category.business_and_careers.name,BRL,20.0,Wenida Pires ,1f75f82f-0bea-4a96-ae9d-5faebc6c928b
Academia do latim online 3.0,21.0,5495.74,75.0,9999.9,0,category.idioms.name,BRL,61.0,Henry,cd4c8923-b7b4-4ae9-ab2b-a699df3d6f44
GUIA SECRETO RENDA EXTRA,8.5,20.93,77.0,47.0,0,category.digital_entrepreneurship.name,BRL,50.0,Karyna,26716878-c188-4de2-8c45-450013f83451
Alimentação Saudável,21.0,6.97,51.0,19.9,0,category.health_and_sports.name,BRL,40.0,Alexandre,194ba0b2-08f4-4066-8627-e4ff68d6bdb3
Kit Natal sem Engordar,21.0,1.66,25.0,19.0,0,category.health_and_sports.name,EUR,10.0,Joana,25cd324a-b7ad-4cab-a51b-f86cb01db738
Inteligência Profissional Para Imigrantes,8.12,186.67,69.0,1727.04,7,category.business_and_careers.name,BRL,12.0,"Marcia Percival ""AustraliaFlix""",752fc082-9ff2-47fb-bceb-8744e1058978
Experiências de SPA,21.0,10.58,65.0,29.9,0,category.health_and_sports.name,BRL,40.0,Adriana,67689378-17fd-4a39-aef2-0f476161037f
Mentoria Avançada Grand Theft Auto RP ,21.0,0.01,26.0,107.99,0,category.internet.name,BRL,0.01,Francisco,9b0d5350-3e1f-4c9d-b87c-6be7c5a5b7c9
ROBÔ TELEGRAM,17.08,43.45,71.0,97.0,0,category.general.name,BRL,50.0,Alexandre Aguiar,77df4fea-cd73-4774-bfda-57bf7889cf32
"Livro digital ""Monte sua própria empresa de FACTORING"" ebook",15.59,16.1,78.1818181818182,89.9,5,category.finance.name,BRL,20.0,Domingos Gondek,cd39fcf1-b5a7-4ab1-a250-dd0c86c1fe6d
Oficina de Astrologia - Estrutura do Tempo,20.78,66.62,100.0,247.0,0,category.personal_development.name,BRL,30.0,Maria,e09aa968-097e-11e4-be45-22000b409f8a
O Anjo do Senhor - Genesis,13.22,24.88,54.5454545454545,40.0,0,category.literature.name,BRL,70.0,Android,edd2b96d-7912-429c-93e5-59285ec75adb
Receitas Paleo para a Páscoa,14.55,8.76,54.5454545454545,20.0,0,category.gastronomy.name,BRL,50.0,Deli Art Cake Creations,e4631c6a-097e-11e4-be45-22000b409f8a
E-Book O Humor Também Ensina,18.89,5.31,81.8181818181818,30.0,0,category.personal_development.name,BRL,20.0,Luiz,789c1dd5-6841-4628-ba82-c27b7c9cb58e
Aula Gaita - Play,0.0,11.19,11.0,249.0,0,category.music_and_arts.name,BRL,5.0,Aula,11758363-bc70-4a56-9be2-a31c2d73f30b
Segredos do Analytics,6.61,223.65,54.5454545454545,497.0,0,category.internet.name,BRL,50.0,Comersite,d89bde4e-097e-11e4-be45-22000b409f8a
Lançamento Jiu-Jitsu Mental Completo + Bônus,20.78,97.92,100.0,217.9,4,category.relationships.name,BRL,50.0,Eduardo Vaz,dafba1d8-097e-11e4-be45-22000b409f8a
Como Atrair o Sucesso 1.0,7.27,448.9,54.5454545454545,997.0,1,category.business_and_careers.name,BRL,50.0,Bruno,c9b866d6-097e-11e4-be45-22000b409f8a
TCC EM BLOCOS - GUIA DA MONOGRAFIA,17.23,88.5,100.0,197.0,198,category.education.name,BRL,50.0,Douglas Tybel,d08bbe0e-097e-11e4-be45-22000b409f8a
Meditação A Cura do medo,15.43,5.16,100.0,12.0,2,category.education.name,BRL,50.0,Erickson,dcb1cae8-097e-11e4-be45-22000b409f8a
O que todas as pessoas precisam saber sobre Eletricidade,13.85,1.32,60.0,13.9,13,category.education.name,BRL,11.0,Paulo,c558ed7c-097e-11e4-be45-22000b409f8a
Aprimorando a Felicidade e entendendo a felicidade interna bruta,13.22,0.72,54.5454545454545,3.0,0,category.personal_development.name,BRL,30.0,Rosângela,2091b93e-8e12-4eac-b018-635c97eec25f
E-Commerce Express 3.0,7.56,113.28,100.0,197.0,12,category.business_and_careers.name,BRL,64.0,Thiago Silva,c9ade292-097e-11e4-be45-22000b409f8a
RESGATANDO SEU PODER PESSOAL - CURSO ONLINE,15.17,102.56,54.5454545454545,380.0,2,category.personal_development.name,BRL,30.0,Marcello Cotrim,58948a7b-2aa3-4879-a6fa-23ecc2ba1914
CONAINB - Acesso Ouro,10.39,224.95,100.0,499.88,0,category.business_and_careers.name,BRL,50.0,Maxsuell Inicius,da953f10-097e-11e4-be45-22000b409f8a
Viabilidade Financeira de Obras,14.55,157.43,27.2727272727273,350.0,0,category.building_and_constructing.name,BRL,50.0,Engenharia Minuto,dcacf5e0-097e-11e4-be45-22000b409f8a
Método Rei Salomão de Prosperidade,13.22,128.14,32.7272727272727,285.0,0,category.personal_development.name,BRL,50.0,Empreendendo,bb54afc4-4140-404e-bc2e-fdc759d2b330
O Novo Paradigma - Desperte seu Pleno Potencial Interior!,13.22,630.6,27.2727272727273,3500.0,0,category.personal_development.name,BRL,20.0,Prof. Rogério Turgante,dd26d1a1-17af-4b54-9797-18050e124046
CURSO DE INGLÊS - NÍVEL BÁSICO,10.08,88.5,62.0,197.0,2,category.education.name,BRL,50.0,EnglishPlus Course,2b64e5dd-765c-4d55-9b5e-07eb4abb973f
Formação de Analista Contábil,11.33,179.56,70.0,997.0,0,category.education.name,BRL,20.0,Nith,1194b65b-9379-46ce-883a-119c2d6d695c
Respirando a Calma do Mar,14.55,5.23,32.0,19.9,0,category.personal_development.name,BRL,30.0,Metodo Respirar e Relaxar,d668ae0e-5cae-47c1-b1ff-8f11407ed085
Como Criar Folhagens Artesanais,20.78,6.67,94.0,17.0,0,category.animals_and_plants.name,BRL,45.0,Yvete Queiroz,21b3dfc1-0311-4481-a797-25e9fecf985b
Como vender produtos on-line com facilidade ,0.0,16.39,38.0,182.48,0,category.finance.name,BRL,10.0,Valda,53d24bcb-b67f-44f1-95a6-62016d17d29c
ALIMENTOS QUE QUEIMA CALORIAS,21.0,6.28,40.0,47.0,0,category.health_and_sports.name,BRL,15.0,arielacarvalho323@gmail.com ,5c3f576a-9624-4dfc-8fe4-6cb5a378cb49
"CD personalizado P/ Carro, Equipe e Evento",21.0,18.85,42.0,140.0,0,category.music_and_arts.name,BRL,15.0,Vinicius,c444d6d8-3cce-4b91-8bac-51ec37bf0e12
Contrato de Prestação de Serviços,11.02,4.11,45.0,25.9,0,category.education.name,BRL,18.0,Gabriel,8aa9d3d0-edbc-4243-aee8-6ed96f3989e0
O Chocalho da Cascavel,14.55,2.64,55.0,10.0,0,category.literature.name,BRL,33.0,henriquemero,c36c78ee-097e-11e4-be45-22000b409f8a
Instalação SQL para Protheus + Query para Iniciantes,14.55,53.5,45.0,149.0,0,category.software.name,BRL,40.0,USER FUNCTION TREINAMENTOS LTDA - ME,c4619090-097e-11e4-be45-22000b409f8a
Brigadeiro Gourmet Lucrativo - Um Negócio para DESEMPREGADOS Começar a Vender HOJE,21.0,13.94,69.0,19.9,0,category.digital_entrepreneurship.name,BRL,80.0,EA EMPREENDIMENTOS DIGITAIS,99ad4274-0fbe-4c92-ae9a-7557f282f4bf
Curso da OAB FGV 1 FASE,17.0,125.79,78.0,200.0,0,category.law.name,BRL,70.0,Caio,6d9af0d8-8ef7-4cd4-8534-c40468baf508
5 Ideias de negócios para começar com pouco dinheiro,21.0,2.0,60.0,9.99,0,category.finance.name,BRL,25.0,K2R ASSESSORIA,6378ab06-3cd2-4c73-bfa6-9fe55a12d70d
VIVER DE CRÉDITO,21.0,4.03,47.0,22.9,1,category.business_and_careers.name,BRL,20.0,Marcelo,4a866faf-a55f-4d66-ba99-606f64c11925
Controlando a Ansiedade,21.0,0.4,26.0,9.9,0,category.health_and_sports.name,BRL,5.0,Carlos,72b4acc5-6470-42f8-900a-733d6a40003c
Plataforma de Ensino PARDES,21.0,0.0,37.0,49.9,0,category.spirituality.name,BRL,0.0,Thiago Matos Hebraico Bíblico,4583de37-3771-4f9f-a02e-256437d11a17
Curso Poder Comportamental - O Segredo dos Perfis Comportamentais - Especialista nas relações interpessoais,14.55,88.5,53.0,197.0,0,category.personal_development.name,BRL,50.0,Poder Comportamental,a3374eef-a7bb-49b7-844e-9bb0db2beb13
Supletivo do Ensino Médio em poucos dias!,26.85,426.39,95.0,947.04,1,category.education.name,BRL,50.0,Grupo Ignição Educacional ,2e132034-15d9-4f86-b099-5fe37d9f2f54
"20 maneiras de Fazer R$1000,00 em 7 dias",9.35,22.26,75.0,49.97,0,category.internet.name,BRL,50.0,Wendel Bayron,332a295b-bc03-47e3-90cd-cf025db708a9
MODELOS PRONTOS DE COPYWRITING E GATILHOS MENTAIS,10.39,13.27,85.0,30.0,0,category.digital_entrepreneurship.name,BRL,50.0,Wendel Bayron,332a295b-bc03-47e3-90cd-cf025db708a9
Power Money,7.56,160.26,89.0,297.0,14,category.digital_entrepreneurship.name,BRL,60.0,Léo,c47628fc-097e-11e4-be45-22000b409f8a
PACOTE DE ARQUIVOS PARA SILHOUETTE STUDIO,21.0,0.53,28.0,20.0,0,category.design.name,BRL,3.0,Jéssica,44026155-45d8-426e-88ca-f22dd96f8e0c
DECORANDO COM MENOS,21.0,1.78,20.0,40.0,0,category.building_and_constructing.name,BRL,5.0,Bruna,7de723f7-b393-4cca-8145-b9ac96f072d3
Transforme sua vida através da alimentação.,21.0,26.61,56.0,99.0,0,category.health_and_sports.name,BRL,30.0,Elizabete Dias,906df668-4059-4547-97e7-c41124a85961
Como si executar melhor ,21.0,11.21,83.0,19.99,0,category.health_and_sports.name,BRL,64.0,Valquíria,b8811347-beb7-406c-b4c2-3fd0d98d60aa
Curso de Líder de Produção e Logística,12.12,56.49,45.0,97.0,0,category.education.name,BRL,65.0,Instituto SESF - Consultoria e Formação Profissional,c10b29c6-e0cb-4f71-b19d-5816702cf6c7
Motion Design para Tv e Web,16.81,106.84,79.0,297.0,1,category.design.name,BRL,40.0,Max Paviaani,f3004a8e-9233-4427-9547-03a699698091
TURBO DIGITAL PRO THIAGO FINCHII,21.0,213.68,91.0,297.0,0,category.digital_entrepreneurship.name,BRL,80.0,Julio,623bd6a0-dd50-4ba6-82db-4e5209ca7744
Controle de gastos e investimentos financeiros,21.0,5.3,41.0,29.99,0,category.finance.name,BRL,20.0,Wanderson,1dd40260-83c1-4245-b75c-83f5cdd495cd
PASSO A PASSO JOGOS DE EMPRESA,21.0,10.06,41.0,75.0,0,category.education.name,BRL,15.0,DIEGO FREITAS,36e9fd3d-da38-4c2a-8911-f72dc92d60db
"4 CURSOS DE ESTÉTICA FACIAL: Limpeza de Pele, Microagulhamento, Jato de Plasma e Dermaplaning",21.0,7.18,22.0,159.99,0,category.fashion_and_beauty.name,BRL,5.0,Alfa e Ômega Instituto de Beleza e Estética,977cf514-021b-4853-8039-c15ef05666fa
Terapia alternativa online ,21.0,78.71,26.0,350.0,0,category.personal_development.name,BRL,25.0,Isabel Cristina Cardozo ,37f9b4df-4392-42a6-a32c-9716064ca691
Leitura com dados,21.0,0.72,36.0,5.99,0,category.education.name,BRL,15.0,Estefany,eb3750ac-5e85-4752-aff2-c9a9c509ce57
OTIMIZE SEU COMPUTADOR e NOTEBOOK 100% - Deixe mais rápido e ganhe mais FPS em jogos,21.0,3.64,49.0,15.0,0,category.internet.name,BRL,28.0,zeexwq,725b7052-d502-4791-a169-062b14a9b710
MIXANDO AUDIO EM 1 DIA,17.0,12.82,77.0,29.0,0,category.music_and_arts.name,BRL,50.0,LIFE SAÚDE,d199f643-b9fd-4461-bc28-c72674c4b09f
50 desenhos para colorir,21.0,4.0,65.0,10.0,0,category.entertainment.name,BRL,50.0,mulheres,9ab919cc-df1f-4fe5-bf46-05dc7ef4a687
Mentoria de Matemática Para Concursos,21.0,107.16,39.0,397.0,0,category.education.name,BRL,30.0,RE Educação,dffbd4ea-a479-4867-83d0-1a0eaab94ae7
Como Descobrir o Seu Biotipo,21.0,8.37,45.0,47.0,0,category.education.name,BRL,20.0,Edinea Correa,7fb71d01-f2f0-4127-848f-d8850d4fd7df
BRIEFING DE OBRAs (levantamento inicial  da obra),21.0,0.0,25.0,19.9,0,category.general.name,BRL,0.02,Nayara,294766b3-2bfd-47bf-a4e5-bbeccf5efe2a
Templates de Artes Criativas 3.0,18.7,4.0,65.0,9.99,0,category.design.name,BRL,50.0,Luciana ,5a787420-7667-435d-92ec-97a37d7683ef
Lift Detox ,5.1,118.85,75.0,189.0,0,category.internet.name,BRL,70.0,Luiza Liz,3f1be098-3bea-410c-8d5e-29110f782b2e
ONGMARKETING - as ferramentas de Marketing aplicadas ao terceiro setor,6.61,8.38,32.7272727272727,23.8,0,category.business_and_careers.name,BRL,40.0,Edson,dcb6ef64-097e-11e4-be45-22000b409f8a
Funcional SAP para Iniciantes,7.25,323.4,67.0,1197.0,2,category.business_and_careers.name,BRL,30.0,Evoluto Solutions,07ec3532-00ce-4424-84e0-49007f3c026e
Bonsai- tudo que você precisa para cuidar de seu bonsai,14.55,4.0,54.5454545454545,10.0,1,category.animals_and_plants.name,BRL,50.0,GB Negócios online,e000421a-097e-11e4-be45-22000b409f8a
CURSO DE REDAÇÃO - PROF. MATEUS OLIVEIRA,12.12,44.13,45.454545454545396,98.5,10,category.education.name,BRL,50.0,Melhores Cursos Agora,c82e2c06-097e-11e4-be45-22000b409f8a
Atletas de Ouro,15.11,223.65,100.0,497.0,2,category.health_and_sports.name,BRL,50.0,Crypto Text,c4889d2a-097e-11e4-be45-22000b409f8a
LockCad,13.22,7.96,54.5454545454545,30.0,0,category.software.name,BRL,30.0,SkyNetSystem,6b1bd0cd-b354-4975-9155-38adf01893af
Informática para Concurso público,12.12,3.49,54.5454545454545,19.9,0,category.education.name,BRL,20.0,Marcelo,e53f1cd9-8870-4d4b-ae26-1c299be66d5e
Acesso Especial VIP - Conaemfa,11.33,94.43,81.8181818181818,349.9,0,category.personal_development.name,BRL,30.0,Conaemfa,8509f75e-68a7-41a5-8905-7d36a10db9d8
7 segredos dos vendedores de sucesso,6.61,11.01,27.2727272727273,24.99,0,category.business_and_careers.name,BRL,50.0,F5 Preparatorio,ffef31b2-c720-4682-8dc5-0f27c58bedfa
Livro O ser e a existência,13.22,2.2,32.7272727272727,25.0,0,category.literature.name,BRL,10.0,FIRENZZE,bf73cc6d-257b-48c6-91a7-4c6aaf1d042b
TREINO DE CORRIDA PARA INICIANTES,20.78,10.58,81.0,29.9,2,category.health_and_sports.name,BRL,40.0,RX ASSESSORIA ESPORTIVA LTDA ME,fec0221c-91c5-469e-8d6d-cbc35965405d
Importador Evisum,7.27,88.5,54.5454545454545,197.0,1,category.business_and_careers.name,BRL,50.0,alexandro koziel,9848381d-aa02-4f5a-9875-5e4a3c6634d2
Área de membros WP - 3 licenças,6.22,100.56,64.0,447.0,9,category.business_and_careers.name,BRL,25.0,Profissional EAD,dd6cb812-097e-11e4-be45-22000b409f8a
Desbloqueie sua melhor versão,14.55,44.76,27.2727272727273,99.9,0,category.personal_development.name,BRL,50.0,Fernando Fluhr,70fdf768-20f3-4da5-90b3-27172e1cbd1a
O Manual - Como Construir Pensamentos Positivos Duradouros,18.89,29.34,81.8181818181818,67.0,0,category.health_and_sports.name,BRL,49.0,Renato,909ba11d-13b7-41be-9ae4-9c1ea0b9cdc2
SAP ABAP Programação para Iniciantes,9.07,106.22,90.9090909090909,590.0,1,category.business_and_careers.name,BRL,20.0,Evoluto Solutions,07ec3532-00ce-4424-84e0-49007f3c026e
Livre-se das Dietas e mantenha-se magro sempre: 10 Ebooks de Orientação Nutricional,20.78,26.85,100.0,99.9,0,category.health_and_sports.name,BRL,30.0,Fita Métrica,3af5f93a-e875-4d5e-adcf-d3a484817e85
Relacionamentos Excelentes,14.55,140.0,54.5454545454545,389.0,5,category.personal_development.name,BRL,40.0,Clayton Lucio,813039b9-79e9-46c0-bf1d-7b5ad8a9fd90
Histórias da Bíblia Para Criança - NARRADA,10.58,2.24,32.7272727272727,7.99,0,category.spirituality.name,BRL,35.0,Canal More News,e41a9558-097e-11e4-be45-22000b409f8a
Hypeness Talks | Acesso VIP,15.11,539.32,100.0,1497.0,16,category.personal_development.name,BRL,40.0,CSV,e4603e5a-097e-11e4-be45-22000b409f8a
Como criar um restaurante delivery,21.0,0.8,45.0,4.99,0,category.gastronomy.name,BRL,20.0,Heitor,f2db44fc-10ab-48ae-be1c-7b6781fdd9ad
Resumo Embriologia - Estudantes de Odontologia,21.0,5.5,56.0,18.0,0,category.education.name,BRL,35.0,Gabriela Capelli ,4878a9e8-041e-4285-b4f8-f4762573415e
Curso de instalação de piscinas ,13.22,80.67,53.0,299.0,0,category.building_and_constructing.name,BRL,30.0,Josiel J Souza,2151efcd-e70a-44e8-a147-b164ced0268b
Tudo Sobre o PlayStation 3 que Talvez você não sabia,21.0,7.96,57.0,30.0,0,category.entertainment.name,BRL,30.0,Álvaro,003cfae0-51a6-479c-9fc7-29eac594dd7a
Emagreça de forma correta ,21.0,0.0,25.0,19.0,0,category.health_and_sports.name,BRL,0.01,João,15a76fd4-7c5a-44d2-a840-76178e445af2
PLR A magia da linguagem corporal,21.0,0.68,45.0,3.9,0,category.digital_entrepreneurship.name,USD,20.0,Matheus,b2f0d0db-3a5b-41a7-94fb-541a7ad28fb1
Desafio emagreça em 30 dias,21.0,4.77,43.0,29.99,0,category.gastronomy.name,BRL,18.0,Jéssica Coelho,dfff82c6-ac39-426c-84d1-a0b34685e915
